Brand,Model,Body,Color,Year,Fuel,Kilometers,Engine,Transmission,Price,Gov,price_category
Chevrolet,Aveo,Sedan,Gray,2018,Benzine,100000 to 119999,1400 - 1500 CC,Automatic,207.0,Alexandria,2
Hyundai,Accent,Sedan,Silver,2008,Benzine,180000 to 199999,1000 - 1300 CC,Manual,95.5,Qena,0
Hyundai,Matrix,Hatchback,Other Color,2001,Benzine,180000 to 199999,1600 CC,Automatic,132.0,Alexandria,1
Fiat,Punto,Hatchback,White,2006,Benzine,140000 to 159999,1000 - 1300 CC,Manual,74.8,Cairo,0
Chevrolet,Cruze,Sedan,Gray,2016,Benzine,140000 to 159999,1600 CC,Automatic,195.5,Cairo,1
Fiat,Punto,Hatchback,Other Color,2004,Benzine,120000 to 139999,1000 - 1300 CC,Manual,75.0,Alexandria,0
Hyundai,Tucson,SUV,Black,2021,Benzine,10000 to 19999,1600 CC,Automatic,185.6,Giza,1
Hyundai,Elantra,Sedan,Burgundy,2015,Benzine,20000 to 29999,1600 CC,Automatic,258.8,Kafr al-Sheikh,2
Fiat,Uno,Hatchback,Red,1993,Benzine,160000 to 179999,1000 - 1300 CC,Manual,35.0,Cairo,0
Fiat,128,Sedan,White,1983,Benzine,More than 200000,1000 - 1300 CC,Manual,18.4,Giza,0
Fiat,Uno,Hatchback,Blue- Navy Blue,1993,Benzine,70000 to 79999,1000 - 1300 CC,Manual,43.0,Giza,0
Fiat,Shahin,Sedan,Burgundy,1998,Benzine,More than 200000,1400 - 1500 CC,Manual,51.8,Cairo,0
Hyundai,Verna,Sedan,Silver,2010,Benzine,More than 200000,1400 - 1500 CC,Manual,92.0,Cairo,0
Chevrolet,Optra,Sedan,Burgundy,2007,Benzine,0 to 9999,1600 CC,Automatic,135.0,Sharqia,1
Fiat,128,Sedan,Red,1992,Benzine,More than 200000,1000 - 1300 CC,Manual,16.1,Fayoum,0
Fiat,128,Sedan,Red,1985,Benzine,More than 200000,1000 - 1300 CC,Manual,22.0,Monufia,0
Hyundai,Elantra,Sedan,Black,2016,Benzine,100000 to 119999,1600 CC,Automatic,281.8,Cairo,2
Chevrolet,Aveo,Sedan,Red,2020,Benzine,60000 to 69999,1400 - 1500 CC,Automatic,190.0,Giza,1
Chevrolet,Aveo,Sedan,Blue- Navy Blue,2015,Benzine,160000 to 179999,1400 - 1500 CC,Automatic,140.0,Cairo,1
Chevrolet,Aveo,Sedan,Red,2016,Benzine,160000 to 179999,1400 - 1500 CC,Automatic,155.2,Cairo,1
Chevrolet,Cruze,Sedan,Brown,2017,Benzine,100000 to 119999,1600 CC,Automatic,293.2,Cairo,2
Hyundai,Elantra,Sedan,Gray,2011,Benzine,0 to 9999,1600 CC,Automatic,189.8,Qalyubia,1
Hyundai,Accent,Sedan,Silver,2010,Benzine,0 to 9999,1600 CC,Manual,123.0,Ismailia,1
Fiat,Uno,Hatchback,Red,1993,Benzine,80000 to 89999,1000 - 1300 CC,Manual,64.0,Giza,0
Chevrolet,Optra,Sedan,Black,2011,Benzine,140000 to 159999,1600 CC,Automatic,166.8,Cairo,1
Chevrolet,Lanos,Sedan,Red,2016,Benzine,100000 to 119999,1400 - 1500 CC,Manual,143.8,Giza,1
Hyundai,Tucson,SUV,Silver,2018,Benzine,70000 to 79999,1600 CC,Automatic,185.6,Aswan,1
Hyundai,Accent,Sedan,Silver,2007,Benzine,20000 to 29999,1000 - 1300 CC,Manual,74.8,Gharbia,0
Hyundai,Elantra,Sedan,Black,2019,Benzine,140000 to 159999,1600 CC,Automatic,290.9,Cairo,2
Fiat,128,Sedan,Red,1983,Benzine,140000 to 159999,1000 - 1300 CC,Manual,9.0,Aswan,0
Hyundai,Matrix,Hatchback,Blue- Navy Blue,2010,Benzine,50000 to 59999,1600 CC,Automatic,220.0,Dakahlia,2
Hyundai,Elantra,Sedan,Silver,1994,Benzine,More than 200000,1400 - 1500 CC,Manual,40.0,Cairo,0
Hyundai,Verna,Sedan,White,2013,Benzine,More than 200000,1600 CC,Manual,110.0,Cairo,1
Hyundai,Accent,Sedan,White,2018,Benzine,100000 to 119999,1600 CC,Automatic,264.5,Cairo,2
Fiat,Shahin,Sedan,Green,2000,Benzine,0 to 9999,1400 - 1500 CC,Manual,40.2,Fayoum,0
Hyundai,Verna,Sedan,Silver,2012,Benzine,160000 to 179999,1600 CC,Manual,135.7,Monufia,1
Fiat,128,Sedan,Red,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,23.0,Cairo,0
Hyundai,Avante,Sedan,Black,2015,Benzine,160000 to 179999,1600 CC,Automatic,161.4,Cairo,1
Hyundai,I10,Hatchback,Gray,2013,Benzine,50000 to 59999,1000 - 1300 CC,Manual,147.2,Damietta,1
Chevrolet,Lanos,Sedan,Gray,2016,Benzine,120000 to 139999,1400 - 1500 CC,Manual,130.0,Alexandria,1
Hyundai,Tucson,SUV,Silver,2017,Benzine,100000 to 119999,1600 CC,Automatic,161.4,Qalyubia,1
Chevrolet,Optra,Sedan,Gray,2019,Benzine,50000 to 59999,1400 - 1500 CC,Automatic,195.0,Giza,1
Chevrolet,Aveo,Sedan,Silver,2015,Benzine,140000 to 159999,1400 - 1500 CC,Manual,143.8,Alexandria,1
Hyundai,Accent,Sedan,Black,2019,Benzine,80000 to 89999,1600 CC,Automatic,250.0,Dakahlia,2
Chevrolet,Aveo,Sedan,Gray,2007,Natural Gas,More than 200000,1400 - 1500 CC,Manual,115.0,Alexandria,1
Hyundai,Verna,Sedan,White,2009,Benzine,10000 to 19999,1600 CC,Manual,7.0,Cairo,0
Fiat,Shahin,Sedan,Black,2001,Benzine,0 to 9999,1400 - 1500 CC,Manual,36.8,Cairo,0
Hyundai,Tucson,SUV,White,2017,Benzine,90000 to 99999,1600 CC,Automatic,161.4,Dakahlia,1
Chevrolet,Optra,Sedan,Gold,2007,Benzine,More than 200000,1600 CC,Automatic,135.0,Sharqia,1
Hyundai,I10,Hatchback,Silver,2019,Benzine,100000 to 119999,1000 - 1300 CC,Manual,161.0,Suez,1
Chevrolet,Optra,Sedan,Black,2011,Benzine,160000 to 179999,1600 CC,Automatic,130.0,Alexandria,1
Chevrolet,Aveo,Sedan,Gray,2019,Benzine,100000 to 119999,1400 - 1500 CC,Automatic,194.3,Beni Suef,1
Hyundai,Verna,Sedan,White,2016,Benzine,60000 to 69999,1600 CC,Manual,140.0,Cairo,1
Fiat,Uno,Hatchback,Burgundy,1993,Benzine,10000 to 19999,1000 - 1300 CC,Manual,40.0,Alexandria,0
Hyundai,Elantra,Sedan,Red,2020,Benzine,50000 to 59999,1600 CC,Automatic,290.0,Sharqia,2
Fiat,128,Sedan,Other Color,1977,Benzine,90000 to 99999,1000 - 1300 CC,Manual,16.1,Dakahlia,0
Hyundai,Accent,Sedan,Silver,2015,Benzine,100000 to 119999,1600 CC,Automatic,175.0,Giza,1
Hyundai,Accent,Sedan,White,2021,Benzine,0 to 9999,1600 CC,Automatic,304.8,Luxor,3
Fiat,131,Sedan,Red,1979,Benzine,100000 to 119999,1600 CC,Manual,36.8,Monufia,0
Fiat,Uno,Hatchback,Blue- Navy Blue,2001,Benzine,More than 200000,1000 - 1300 CC,Manual,51.8,Alexandria,0
Chevrolet,Optra,Sedan,Black,2013,Benzine,120000 to 139999,1600 CC,Automatic,170.0,Qalyubia,1
Hyundai,I10,Hatchback,Red,2011,Benzine,80000 to 89999,1000 - 1300 CC,Automatic,140.0,Qena,1
Hyundai,Verna,Sedan,White,2017,Benzine,20000 to 29999,1600 CC,Manual,155.2,Cairo,1
Fiat,128,Sedan,Red,1984,Benzine,90000 to 99999,1000 - 1300 CC,Manual,19.0,Giza,0
Fiat,Punto,Hatchback,Red,1998,Benzine,10000 to 19999,1000 - 1300 CC,Manual,49.5,Sharqia,0
Chevrolet,Aveo,Sedan,Gray,2017,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,175.9,Fayoum,1
Fiat,Punto,Hatchback,Silver,2012,Benzine,More than 200000,1000 - 1300 CC,Manual,115.0,Cairo,1
Chevrolet,Cruze,Sedan,Gray,2016,Benzine,0 to 9999,1600 CC,Automatic,207.0,Cairo,2
Fiat,128,Sedan,Other Color,1988,Benzine,180000 to 199999,1000 - 1300 CC,Manual,36.0,Monufia,0
Hyundai,Verna,Sedan,Gray,2015,Benzine,10000 to 19999,1600 CC,Manual,138.0,Giza,1
Fiat,128,Sedan,Gray,1980,Benzine,More than 200000,1000 - 1300 CC,Manual,24.1,Giza,0
Hyundai,Elantra,Sedan,Blue- Navy Blue,1996,Benzine,20000 to 29999,1400 - 1500 CC,Automatic,92.0,Fayoum,0
Hyundai,Matrix,Hatchback,Black,2005,Benzine,20000 to 29999,1400 - 1500 CC,Automatic,158.7,Beheira,1
Hyundai,Verna,Sedan,Silver,2017,Benzine,120000 to 139999,1600 CC,Automatic,140.0,Qalyubia,1
Hyundai,Verna,Sedan,Gray,2012,Benzine,140000 to 159999,1600 CC,Manual,123.0,Cairo,1
Fiat,128,Sedan,Yellow,1986,Benzine,180000 to 199999,1000 - 1300 CC,Manual,20.7,Sharqia,0
Hyundai,Accent,Sedan,White,1999,Benzine,140000 to 159999,1400 - 1500 CC,Manual,79.0,Giza,0
Hyundai,Verna,Sedan,Black,2016,Benzine,More than 200000,1600 CC,Manual,120.8,Gharbia,1
Chevrolet,Optra,Sedan,Gray,2021,Benzine,30000 to 39999,1400 - 1500 CC,Automatic,276.0,Cairo,2
Hyundai,Elantra,Sedan,Black,2019,Benzine,50000 to 59999,1600 CC,Automatic,345.0,Beheira,3
Hyundai,Accent,Sedan,Other Color,2002,Benzine,0 to 9999,1000 - 1300 CC,Manual,69.0,Cairo,0
Fiat,128,Sedan,White,1980,Benzine,90000 to 99999,1000 - 1300 CC,Manual,18.4,Suez,0
Hyundai,Elantra,Sedan,Gray,2010,Benzine,0 to 9999,1600 CC,Automatic,193.2,Sharqia,1
Fiat,128,Sedan,Red,1978,Benzine,More than 200000,1000 - 1300 CC,Manual,13.8,Monufia,0
Fiat,128,Sedan,White,1999,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.8,Giza,0
Hyundai,Accent,Sedan,Other Color,2006,Benzine,30000 to 39999,1000 - 1300 CC,Manual,74.8,Asyut,0
Chevrolet,Aveo,Sedan,Black,2015,Benzine,20000 to 29999,1400 - 1500 CC,Manual,143.8,Qalyubia,1
Hyundai,Accent,Sedan,Other Color,2012,Benzine,More than 200000,1600 CC,Automatic,140.0,Beheira,1
Fiat,128,Sedan,Blue- Navy Blue,1989,Benzine,180000 to 199999,1000 - 1300 CC,Manual,26.4,Cairo,0
Hyundai,Verna,Sedan,Blue- Navy Blue,2015,Benzine,10000 to 19999,1600 CC,Manual,105.8,Monufia,1
Chevrolet,Aveo,Sedan,Burgundy,2016,Benzine,140000 to 159999,1400 - 1500 CC,Manual,138.0,Alexandria,1
Hyundai,Elantra,Sedan,Black,2018,Benzine,70000 to 79999,1600 CC,Automatic,350.0,Cairo,3
Fiat,128,Sedan,Blue- Navy Blue,1980,Benzine,More than 200000,1000 - 1300 CC,Manual,18.0,Giza,0
Chevrolet,Lanos,Sedan,Black,2013,Benzine,More than 200000,1400 - 1500 CC,Manual,105.0,Red Sea,1
Hyundai,Elantra,Sedan,Black,2015,Benzine,120000 to 139999,1600 CC,Automatic,258.8,Sharqia,2
Hyundai,Verna,Sedan,Gray,2010,Benzine,140000 to 159999,1400 - 1500 CC,Manual,120.8,Giza,1
Chevrolet,Lanos,Sedan,White,2013,Benzine,10000 to 19999,1400 - 1500 CC,Manual,69.0,Cairo,0
Fiat,Shahin,Sedan,Burgundy,2004,Benzine,160000 to 179999,1400 - 1500 CC,Manual,57.5,Beni Suef,0
Chevrolet,Optra,Sedan,Green,2006,Benzine,100000 to 119999,1600 CC,Manual,105.0,Cairo,1
Hyundai,Elantra,Sedan,White,2019,Benzine,140000 to 159999,1600 CC,Automatic,320.0,Gharbia,3
Fiat,Shahin,Sedan,White,1996,Benzine,140000 to 159999,1400 - 1500 CC,Manual,30.0,Sharqia,0
Hyundai,Elantra,Sedan,Black,2004,Benzine,180000 to 199999,1600 CC,Automatic,139.0,Cairo,1
Fiat,128,Sedan,Silver,1982,Benzine,90000 to 99999,1000 - 1300 CC,Manual,17.2,Suez,0
Hyundai,Elantra,Sedan,Black,2020,Benzine,0 to 9999,1600 CC,Automatic,161.4,Qalyubia,1
Hyundai,Avante,Sedan,Gold,2003,Benzine,180000 to 199999,1600 CC,Automatic,155.2,Minya,1
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2015,Benzine,100000 to 119999,1400 - 1500 CC,Manual,128.8,Cairo,1
Fiat,128,Sedan,Blue- Navy Blue,1977,Benzine,160000 to 179999,1000 - 1300 CC,Manual,20.1,Cairo,0
Hyundai,Accent,Sedan,Blue- Navy Blue,2003,Benzine,More than 200000,1400 - 1500 CC,Manual,82.8,Cairo,0
Chevrolet,Aveo,Sedan,Red,2011,Benzine,More than 200000,1400 - 1500 CC,Manual,120.8,Alexandria,1
Fiat,Uno,Hatchback,Burgundy,1997,Benzine,160000 to 179999,1000 - 1300 CC,Manual,46.0,Cairo,0
Hyundai,Verna,Sedan,Red,2007,Benzine,180000 to 199999,1600 CC,Manual,87.0,Dakahlia,0
Chevrolet,Lanos,Sedan,Black,2016,Benzine,120000 to 139999,1400 - 1500 CC,Manual,112.7,Cairo,1
Hyundai,Verna,Sedan,Black,2014,Benzine,120000 to 139999,1600 CC,Automatic,149.5,Alexandria,1
Fiat,128,Sedan,White,1991,Benzine,90000 to 99999,1000 - 1300 CC,Manual,22.0,Giza,0
Chevrolet,Aveo,Sedan,Silver,2020,Benzine,90000 to 99999,1400 - 1500 CC,Automatic,230.0,Giza,2
Chevrolet,Lanos,Sedan,Gray,2010,Benzine,180000 to 199999,1600 CC,Manual,85.0,Cairo,0
Fiat,128,Sedan,Burgundy,2001,Benzine,80000 to 89999,1000 - 1300 CC,Manual,32.2,Sharqia,0
Chevrolet,Aveo,Sedan,Gray,2010,Benzine,More than 200000,1400 - 1500 CC,Automatic,100.0,Cairo,1
Hyundai,Accent,Sedan,Silver,2005,Benzine,10000 to 19999,1000 - 1300 CC,Manual,80.0,Dakahlia,0
Chevrolet,Optra,Sedan,Burgundy,2011,Benzine,10000 to 19999,1600 CC,Automatic,133.4,Cairo,1
Hyundai,Elantra,Sedan,Blue- Navy Blue,2012,Benzine,160000 to 179999,1600 CC,Automatic,216.2,Qalyubia,2
Fiat,131,Sedan,Red,1979,Benzine,10000 to 19999,1600 CC,Manual,24.1,Giza,0
Hyundai,Elantra,Sedan,Burgundy,2018,Benzine,50000 to 59999,1600 CC,Automatic,250.0,Cairo,2
Chevrolet,Aveo,Sedan,Burgundy,2014,Benzine,More than 200000,1400 - 1500 CC,Manual,149.5,Alexandria,1
Fiat,128,Sedan,Red,1978,Benzine,More than 200000,1000 - 1300 CC,Manual,17.5,Cairo,0
Fiat,Shahin,Sedan,Silver,2005,Benzine,90000 to 99999,1400 - 1500 CC,Manual,47.1,Cairo,0
Fiat,Shahin,Sedan,Black,1997,Benzine,100000 to 119999,1400 - 1500 CC,Manual,37.5,Cairo,0
Hyundai,Elantra,Sedan,Gray,2015,Benzine,10000 to 19999,1600 CC,Automatic,273.0,Cairo,2
Fiat,Shahin,Sedan,Blue- Navy Blue,2004,Benzine,0 to 9999,1400 - 1500 CC,Manual,61.0,Cairo,0
Chevrolet,Aveo,Sedan,Burgundy,2016,Benzine,0 to 9999,1400 - 1500 CC,Automatic,155.0,Dakahlia,1
Fiat,131,Sedan,Blue- Navy Blue,1981,Benzine,80000 to 89999,1600 CC,Manual,24.1,Cairo,0
Chevrolet,Cruze,Sedan,Brown,2016,Benzine,120000 to 139999,1600 CC,Automatic,195.0,Cairo,1
Hyundai,Elantra,Sedan,Black,2017,Benzine,10000 to 19999,1600 CC,Automatic,295.0,Cairo,2
Fiat,128,Sedan,White,1992,Benzine,70000 to 79999,1000 - 1300 CC,Manual,29.0,Sharqia,0
Fiat,Uno,Hatchback,Red,1998,Benzine,120000 to 139999,1000 - 1300 CC,Manual,45.0,Cairo,0
Hyundai,Accent,Sedan,Silver,2001,Benzine,20000 to 29999,1400 - 1500 CC,Manual,55.0,Sharqia,0
Hyundai,Elantra,Sedan,Black,2004,Benzine,20000 to 29999,1600 CC,Automatic,140.0,Gharbia,1
Hyundai,Verna,Sedan,White,2012,Benzine,0 to 9999,1600 CC,Manual,120.0,Alexandria,1
Hyundai,Elantra,Sedan,White,2012,Benzine,100000 to 119999,1600 CC,Automatic,215.0,Cairo,2
Hyundai,Elantra,Sedan,Blue- Navy Blue,2019,Benzine,90000 to 99999,1600 CC,Automatic,396.8,Cairo,3
Hyundai,Verna,Sedan,Other Color,2012,Benzine,100000 to 119999,1600 CC,Automatic,146.0,Cairo,1
Hyundai,Accent,Sedan,Green,2002,Benzine,More than 200000,1400 - 1500 CC,Manual,69.0,Qalyubia,0
Hyundai,Avante,Sedan,White,2011,Benzine,90000 to 99999,1600 CC,Automatic,185.0,Port Said,1
Chevrolet,Aveo,Sedan,Gray,2008,Benzine,More than 200000,1400 - 1500 CC,Manual,90.0,Giza,0
Hyundai,Verna,Sedan,Black,2010,Benzine,90000 to 99999,1400 - 1500 CC,Manual,123.0,Giza,1
Fiat,Shahin,Sedan,White,1995,Benzine,30000 to 39999,1400 - 1500 CC,Manual,35.0,Alexandria,0
Fiat,128,Sedan,Red,1979,Benzine,90000 to 99999,1000 - 1300 CC,Manual,12.0,Cairo,0
Hyundai,Accent,Sedan,Other Color,2000,Benzine,0 to 9999,1000 - 1300 CC,Manual,78.0,Fayoum,0
Hyundai,Elantra,Sedan,Gold,2005,Benzine,140000 to 159999,1600 CC,Manual,138.0,Asyut,1
Hyundai,Elantra,Sedan,Gray,2019,Benzine,140000 to 159999,1600 CC,Automatic,264.5,Giza,2
Chevrolet,Optra,Sedan,Blue- Navy Blue,2022,Benzine,40000 to 49999,1400 - 1500 CC,Automatic,265.0,Sharqia,2
Fiat,128,Sedan,Blue- Navy Blue,1988,Benzine,More than 200000,1000 - 1300 CC,Manual,25.0,Fayoum,0
Hyundai,Accent,Sedan,White,2007,Natural Gas,180000 to 199999,1400 - 1500 CC,Manual,75.0,Cairo,0
Hyundai,Avante,Sedan,Silver,2013,Benzine,70000 to 79999,1600 CC,Automatic,150.0,Alexandria,1
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2018,Benzine,100000 to 119999,1400 - 1500 CC,Manual,132.2,Monufia,1
Fiat,128,Sedan,Red,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Port Said,0
Hyundai,Matrix,Hatchback,Red,2005,Benzine,80000 to 89999,1600 CC,Automatic,195.5,Dakahlia,1
Hyundai,Accent,Sedan,Green,1998,Benzine,20000 to 29999,1400 - 1500 CC,Manual,69.0,Ismailia,0
Fiat,128,Sedan,White,1979,Benzine,180000 to 199999,1000 - 1300 CC,Manual,14.4,Giza,0
Fiat,Punto,Hatchback,Gold,1995,Benzine,10000 to 19999,1000 - 1300 CC,Manual,56.0,Cairo,0
Hyundai,Verna,Sedan,Gray,2014,Benzine,120000 to 139999,1600 CC,Manual,135.0,Giza,1
Chevrolet,Lanos,Sedan,Gray,2011,Benzine,140000 to 159999,1400 - 1500 CC,Manual,90.0,Giza,0
Chevrolet,Lanos,Sedan,Gray,2015,Benzine,140000 to 159999,1400 - 1500 CC,Manual,126.5,Cairo,1
Fiat,128,Sedan,Gray,1980,Benzine,More than 200000,1000 - 1300 CC,Manual,16.1,Giza,0
Fiat,128,Sedan,Burgundy,1986,Benzine,More than 200000,1000 - 1300 CC,Manual,34.5,Cairo,0
Hyundai,Verna,Sedan,Red,2002,Benzine,More than 200000,1600 CC,Manual,92.0,Kafr al-Sheikh,0
Chevrolet,Lanos,Sedan,Silver,2016,Benzine,10000 to 19999,1400 - 1500 CC,Manual,126.5,Dakahlia,1
Fiat,128,Sedan,Other Color,1982,Benzine,100000 to 119999,1000 - 1300 CC,Manual,17.2,Dakahlia,0
Fiat,Shahin,Sedan,Burgundy,1998,Benzine,10000 to 19999,1400 - 1500 CC,Manual,38.0,Cairo,0
Chevrolet,Lanos,Sedan,Other Color,2014,Benzine,70000 to 79999,1400 - 1500 CC,Manual,120.0,Monufia,1
Hyundai,Verna,Sedan,Gray,2015,Benzine,90000 to 99999,1600 CC,Manual,142.0,Minya,1
Hyundai,Verna,Sedan,Other Color,2016,Benzine,100000 to 119999,1600 CC,Manual,140.0,Alexandria,1
Hyundai,Verna,Sedan,Other Color,2018,Natural Gas,100000 to 119999,1600 CC,Manual,155.2,Suez,1
Fiat,Shahin,Sedan,Burgundy,2011,Benzine,100000 to 119999,1400 - 1500 CC,Manual,61.0,Sharqia,0
Fiat,Shahin,Sedan,White,2002,Benzine,0 to 9999,1400 - 1500 CC,Manual,43.7,Aswan,0
Fiat,128,Sedan,Red,1988,Benzine,More than 200000,1000 - 1300 CC,Manual,28.8,Cairo,0
Chevrolet,Aveo,Sedan,Blue- Navy Blue,2016,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,169.0,Cairo,1
Chevrolet,Aveo,Sedan,Beige,2000,Benzine,10000 to 19999,1400 - 1500 CC,Manual,200.0,Fayoum,2
Chevrolet,Lanos,Sedan,White,2012,Natural Gas,0 to 9999,1400 - 1500 CC,Manual,69.0,Cairo,0
Fiat,128,Sedan,White,1979,Benzine,180000 to 199999,1000 - 1300 CC,Manual,31.1,Cairo,0
Hyundai,Matrix,Hatchback,Silver,2004,Benzine,30000 to 39999,1400 - 1500 CC,Manual,143.8,Giza,1
Fiat,128,Sedan,White,1980,Benzine,90000 to 99999,1000 - 1300 CC,Manual,19.0,Cairo,0
Hyundai,Verna,Sedan,Silver,2017,Benzine,180000 to 199999,1600 CC,Manual,161.0,Monufia,1
Hyundai,Elantra,Sedan,Black,2012,Benzine,10000 to 19999,1600 CC,Automatic,190.0,Giza,1
Fiat,128,Sedan,Other Color,1991,Benzine,90000 to 99999,1000 - 1300 CC,Manual,20.7,Cairo,0
Hyundai,Accent,Sedan,Other Color,2009,Benzine,More than 200000,1000 - 1300 CC,Manual,86.2,Damietta,0
Hyundai,I10,Hatchback,Blue- Navy Blue,2011,Benzine,120000 to 139999,1000 - 1300 CC,Manual,120.8,Giza,1
Fiat,131,Sedan,Gold,1979,Benzine,180000 to 199999,1600 CC,Manual,27.0,Cairo,0
Fiat,Shahin,Sedan,White,1999,Benzine,0 to 9999,1400 - 1500 CC,Manual,42.5,Cairo,0
Hyundai,Verna,Sedan,Silver,2006,Benzine,More than 200000,1400 - 1500 CC,Manual,88.0,Dakahlia,0
Hyundai,I10,Hatchback,Gray,2013,Benzine,20000 to 29999,1000 - 1300 CC,Manual,138.0,Cairo,1
Hyundai,Verna,Sedan,White,2010,Benzine,10000 to 19999,1600 CC,Manual,10.0,Sharqia,0
Fiat,Uno,Hatchback,White,2001,Benzine,More than 200000,1000 - 1300 CC,Manual,48.0,Alexandria,0
Fiat,Shahin,Sedan,Red,1995,Benzine,0 to 9999,1400 - 1500 CC,Manual,48.0,Minya,0
Chevrolet,Lanos,Sedan,Burgundy,2010,Benzine,20000 to 29999,1600 CC,Manual,77.0,Sohag,0
Fiat,Punto,Hatchback,Blue- Navy Blue,2008,Benzine,60000 to 69999,1000 - 1300 CC,Manual,109.0,Cairo,1
Fiat,Uno,Hatchback,Burgundy,1994,Benzine,160000 to 179999,1000 - 1300 CC,Manual,40.0,Cairo,0
Fiat,Tipo,Hatchback,Gray,2021,Benzine,40000 to 49999,1600 CC,Manual,345.0,Giza,3
Fiat,Shahin,Sedan,White,1999,Benzine,10000 to 19999,1400 - 1500 CC,Manual,55.2,Cairo,0
Hyundai,Elantra,Sedan,Gray,2017,Benzine,10000 to 19999,1600 CC,Automatic,310.5,Port Said,3
Fiat,131,Sedan,Other Color,1984,Benzine,0 to 9999,1600 CC,Manual,24.1,Cairo,0
Fiat,128,Sedan,White,1990,Benzine,90000 to 99999,1000 - 1300 CC,Manual,20.7,Damietta,0
Hyundai,Verna,Sedan,White,2006,Benzine,100000 to 119999,1600 CC,Automatic,82.0,Minya,0
Fiat,Tipo,Sedan,Gold,2020,Benzine,10000 to 19999,1600 CC,Automatic,396.8,Sharqia,3
Hyundai,Elantra,Sedan,Blue- Navy Blue,2021,Benzine,10000 to 19999,1600 CC,Automatic,161.4,Giza,1
Hyundai,Verna,Sedan,White,2013,Benzine,100000 to 119999,1600 CC,Manual,130.0,Red Sea,1
Fiat,128,Sedan,White,1990,Benzine,90000 to 99999,1000 - 1300 CC,Manual,42.5,Fayoum,0
Fiat,Shahin,Sedan,Green,2006,Benzine,10000 to 19999,1400 - 1500 CC,Manual,60.0,Dakahlia,0
Fiat,Shahin,Sedan,White,1998,Benzine,20000 to 29999,1400 - 1500 CC,Manual,27.0,Giza,0
Chevrolet,Aveo,Sedan,Black,2011,Benzine,More than 200000,1400 - 1500 CC,Manual,120.0,Giza,1
Fiat,128,Sedan,White,1984,Benzine,180000 to 199999,1000 - 1300 CC,Manual,11.0,Cairo,0
Hyundai,Elantra,Sedan,White,2011,Benzine,100000 to 119999,1600 CC,Automatic,195.0,Giza,1
Chevrolet,Lanos,Sedan,Silver,2015,Benzine,140000 to 159999,1600 CC,Manual,125.0,Cairo,1
Hyundai,Verna,Sedan,White,2015,Benzine,40000 to 49999,1600 CC,Manual,105.8,Cairo,1
Hyundai,Elantra,Sedan,Black,2011,Benzine,10000 to 19999,1600 CC,Automatic,184.0,Gharbia,1
Fiat,Shahin,Sedan,White,2006,Benzine,50000 to 59999,1400 - 1500 CC,Manual,51.8,Giza,0
Hyundai,Verna,Sedan,Blue- Navy Blue,2014,Benzine,More than 200000,1600 CC,Manual,126.5,Suez,1
Fiat,Shahin,Sedan,Burgundy,1995,Benzine,More than 200000,1400 - 1500 CC,Manual,22.0,Giza,0
Chevrolet,Lanos,Sedan,White,2010,Benzine,70000 to 79999,1400 - 1500 CC,Manual,75.0,Giza,0
Chevrolet,Optra,Sedan,Gray,2016,Benzine,0 to 9999,1600 CC,Automatic,170.0,Asyut,1
Hyundai,Elantra,Sedan,Gold,2008,Benzine,180000 to 199999,1600 CC,Automatic,125.0,Kafr al-Sheikh,1
Hyundai,Elantra,Sedan,Silver,2005,Benzine,100000 to 119999,1600 CC,Automatic,147.0,Alexandria,1
Hyundai,Avante,Sedan,Silver,2008,Benzine,0 to 9999,1600 CC,Automatic,140.0,Fayoum,1
Chevrolet,Lanos,Sedan,Burgundy,2015,Benzine,80000 to 89999,1400 - 1500 CC,Manual,124.2,Alexandria,1
Fiat,128,Sedan,Blue- Navy Blue,1990,Benzine,More than 200000,1000 - 1300 CC,Manual,38.0,Sohag,0
Hyundai,Accent,Sedan,Silver,2022,Benzine,0 to 9999,1600 CC,Automatic,350.8,Suez,3
Hyundai,Elantra,Sedan,Burgundy,2019,Benzine,140000 to 159999,1600 CC,Automatic,287.5,Cairo,2
Hyundai,Verna,Sedan,Blue- Navy Blue,2008,Benzine,180000 to 199999,1600 CC,Manual,85.0,Sharqia,0
Chevrolet,Aveo,Sedan,Black,2008,Benzine,140000 to 159999,1400 - 1500 CC,Manual,95.0,Cairo,0
Fiat,128,Sedan,Red,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,28.0,Giza,0
Hyundai,Elantra,Sedan,Blue- Navy Blue,2006,Benzine,10000 to 19999,1600 CC,Automatic,148.0,Fayoum,1
Hyundai,Verna,Sedan,White,2012,Natural Gas,180000 to 199999,1600 CC,Manual,90.8,Giza,0
Hyundai,Accent,Sedan,Silver,2010,Benzine,90000 to 99999,1600 CC,Automatic,149.0,New Valley,1
Hyundai,Elantra,Sedan,Gray,2019,Benzine,0 to 9999,1600 CC,Automatic,300.0,Beheira,3
